PERF_COUNT_HW_CPU_CYCLES,PERF_COUNT_HW_INSTRUCTIONS,PERF_COUNT_SW_PAGE_FAULTS,PERF_COUNT_HW_CACHE_L1D_MISS,PERF_COUNT_HW_CACHE_DTLB_MISS,PERF_COUNT_HW_CACHE_MISS,PERF_COUNT_HW_CACHE_DTLB_MISS,PERF_COUNT_HW_CACHE_DTLB_ACCESSES,PERF_COUNT_SW_CPU_MIGRATIONS,PERF_COUNT_SW_PAGE_FAULTS_MIN,PERF_COUNT_SW_PAGE_FAULTS_MAJ,
333553920,1393949432,2,19353,508,319,579,475278698,0,2,0,
342296920,1412711842,0,10751,303,296,410,477393469,0,0,0,
346900788,1425087985,0,12183,302,272,406,477584171,0,0,0,
338818802,1396751895,0,11178,293,314,411,477907107,0,0,0,
338816806,1404120774,0,11598,292,258,410,475445072,0,0,0,
338804571,1404978385,0,12614,308,281,413,472949059,0,0,0,
348777231,1431905409,0,11737,355,369,415,472788971,0,0,0,
348781735,1437460628,0,12655,364,368,424,474569137,0,0,0,
338815732,1386219925,0,11140,348,291,410,484133533,0,0,0,
333018909,1385696320,0,12115,352,285,383,482920551,0,0,0,
341525740,1401676309,0,12757,357,386,340,478872096,0,0,0,
333840867,1389767656,0,11503,355,234,340,482007824,0,0,0,
334122833,1390162018,0,11995,330,335,453,479732536,0,0,0,
334146513,1390244756,0,11365,299,282,344,477420205,0,0,0,
335528746,1393922659,0,12649,299,353,367,477532332,0,0,0,
339847190,1407179522,0,12702,306,465,417,476948912,0,0,0,
345369728,1423671462,0,13103,441,853,491,476381933,0,0,0,
338809200,1403010320,0,12423,293,329,432,474472885,0,0,0,
338785972,1404542254,0,11448,365,337,466,472926048,0,0,0,
348745352,1430662395,0,12882,354,285,413,472369715,0,0,0,
348775924,1432617154,0,11862,349,259,413,472957034,0,0,0,
338813203,1404809894,0,12068,410,314,414,482626102,0,0,0,
338802022,1390721856,0,12583,355,300,424,481892028,0,0,0,
338775104,1399703510,0,12150,357,491,426,479413289,0,0,0,
336439064,1381987226,0,12838,352,309,378,483913131,0,0,0,
328355345,1381436368,0,11496,328,276,340,481600418,0,0,0,
332458923,1387517118,0,12659,301,271,347,476446560,0,0,0,
337579734,1401172100,0,12792,300,323,421,476799567,0,0,0,
343346381,1416896703,0,11067,299,327,407,476743366,0,0,0,
338822124,1403787155,0,12103,291,342,413,476873130,0,0,0,
338802738,1400049410,0,11273,291,287,473,473945711,0,0,0,
338790544,1409517017,0,12877,308,413,409,474669484,0,0,0,
348750309,1433365711,0,12857,350,447,415,473256490,0,0,0,
338816150,1404472493,0,11792,359,321,420,482264560,0,0,0,
338800498,1390950485,0,12206,409,242,477,482288259,0,0,0,
334110383,1382089894,0,11093,363,325,387,484006344,0,0,0,
