PERF_COUNT_HW_CPU_CYCLES,PERF_COUNT_HW_INSTRUCTIONS,PERF_COUNT_SW_PAGE_FAULTS,PERF_COUNT_HW_CACHE_L1D_MISS,PERF_COUNT_HW_CACHE_DTLB_MISS,PERF_COUNT_HW_CACHE_MISS,PERF_COUNT_HW_CACHE_DTLB_MISS,PERF_COUNT_HW_CACHE_DTLB_ACCESSES,PERF_COUNT_SW_CPU_MIGRATIONS,PERF_COUNT_SW_PAGE_FAULTS_MIN,PERF_COUNT_SW_PAGE_FAULTS_MAJ,
795264329,1110275871,16496,1367777,12347,138359,12549,166748624,0,16496,0,
791223295,1105056993,16450,1389023,12412,138866,12499,165831340,0,16450,0,
811952157,1128966456,16475,1774863,13230,733449,13197,172101835,0,16475,0,
1067881394,1498645723,22648,1910888,17322,193813,17033,220952779,0,22648,0,
789234620,1108399373,16512,1562922,14004,138450,12673,167920576,0,16512,0,
789165877,1103371478,16475,1368137,12513,140511,12536,166298711,0,16475,0,
825967099,1144888644,16445,2025435,14943,853750,13139,173398827,0,16445,0,
973921904,1366232602,20761,1728041,15797,174582,15721,204018198,0,20761,0,
794707176,1109885505,16495,1365584,12406,133977,12591,166708665,0,16495,0,
818985931,1151521098,16492,1989365,14723,849436,13012,169572452,0,16492,0,
791104541,1106753040,16467,1367440,12560,136350,12501,165473426,0,16467,0,
789239054,1104706924,16444,1371690,12528,132861,12542,165575840,0,16444,0,
789258241,1132749739,16473,1614021,12856,525672,14103,171007504,0,16473,0,
1573968384,2195469750,33727,3257651,26884,890249,26849,331941601,0,33727,0,
789532972,1104006569,16433,1369498,12492,135537,12384,165640281,0,16433,0,
790881774,1106016972,16461,1352825,12525,134513,12447,165576337,0,16461,0,
789248335,1135019711,16404,1965489,12924,136939,13494,170672822,0,16404,0,
789246252,1103533651,16479,1382714,12535,136558,12536,165557326,0,16479,0,
789166685,1102938918,16455,1368177,12500,136656,12506,165536631,0,16455,0,
801585965,1124467482,16523,1374347,13289,747408,13667,175983435,0,16523,0,
787353019,1101492023,16419,1384702,12370,135059,12456,165141352,0,16419,0,
816397523,1152351022,16496,1989181,13789,735805,12843,171023907,0,16496,0,
791467127,1105057603,16439,1346513,12520,129943,12385,165395736,0,16439,0,
1533780998,2170096404,33305,2850444,32458,629588,34143,326225547,0,33305,0,
789152401,1102832582,16507,1381875,12591,136850,12587,165783171,0,16507,0,
789252700,1102894218,16479,1363806,12551,137200,12542,166252202,0,16479,0,
808298318,1137394681,16481,1954230,13156,737984,13473,170658635,0,16481,0,
795019805,1109875151,16503,1364307,12388,133341,12578,166709879,0,16503,0,
793795032,1109078127,16493,1372504,12555,133740,12351,166524727,0,16493,0,
808896221,1147027967,16442,1971862,12950,138497,12929,172120887,0,16442,0,
2051697478,2870164686,46376,3735556,36568,507778,36710,435437942,0,46376,0,
742139001,1033695105,15958,1293692,12025,125216,12256,155971618,0,15958,0,
835048632,1161209796,16558,1586898,14827,1031873,15154,174406674,0,16558,0,
716638154,1002429222,15855,1299828,12194,126993,12877,153835915,0,15855,0,
860788109,1215203660,17748,1454467,13712,145989,13456,180986693,0,17748,0,
820144095,1148067154,16525,1381345,14061,866578,14726,176645701,0,16525,0,
756067043,1065650226,16175,1341073,12432,130729,12145,156324227,0,16175,0,
789201400,1103931999,16475,1372725,12591,135763,12520,165652511,0,16475,0,
792615269,1126714233,16460,1970773,13930,770523,12919,168973765,0,16460,0,
987818693,1367367016,20421,1728782,15254,170914,15289,205936649,0,20421,0,
1479338857,2090495716,31853,2766012,24416,651365,25526,314814979,0,31853,0,
789222412,1107004733,16504,1361925,12553,133926,12582,165602605,0,16504,0,
792039636,1119307074,16489,1953525,13620,747182,13808,168892743,0,16489,0,
796342610,1111828881,16526,1360320,12447,135870,12644,167094363,0,16526,0,
791538703,1106520779,16469,1363221,12397,134026,12545,166109728,0,16469,0,
812998506,1150090144,16473,1993814,12837,132135,13248,175703095,0,16473,0,
794891244,1110478971,16508,1384274,12548,136734,12395,165693536,0,16508,0,
794351922,1124510998,16464,1775046,13866,745254,13778,167582297,0,16464,0,
789072297,1103467312,16458,1384777,12513,136036,12531,165582946,0,16458,0,
850239813,1186477383,17889,1466247,13525,149245,13737,181072439,0,17889,0,
814598181,1152239728,16503,1962988,13354,361365,12657,174160740,0,16503,0,
790713124,1106299461,16465,1369900,12524,131440,12409,166003368,0,16465,0,
